popularity,song_id,artist_id,album_id,song_name,artist_name,album_name,explicit,disc_number,track_number,uri,tempo,type,key,loudness,mode,speechiness,liveness,valence,danceability,energy,track_href,analysis_url,duration_ms,time_signature,acousticness,instrumentalness,artist_genres,artist_popularity,album_genres,album_popularity,album_release_date
85,0d28khcov6AiegSCpG5TuT,3AA28KZvwAUcZuOKwyblJQ,0bUTHlWbkSQysoM3VsWldT,Feel Good Inc.,Gorillaz,Demon Days,False,1,6,spotify:track:0d28khcov6AiegSCpG5TuT,138.559,audio_features,6,-6.679,1,0.177,0.613,0.772,0.818,0.705,https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT,222640,4,0.00836,0.00233,['alternative hip hop'],83,[],82,2005-05-23
45,0sFq478LIo9BFwf2qzMzzF,7wCjDgV6nqBsHguQXPAaIM,6GDs0ZZVR2jDV8n4m11KWO,The Year 2003 Minus 25 - Remastered,Waylon Jennings,Waylon & Willie,False,1,2,spotify:track:0sFq478LIo9BFwf2qzMzzF,102.166,audio_features,4,-13.785,1,0.0384,0.0668,0.474,0.626,0.457,https://api.spotify.com/v1/tracks/0sFq478LIo9BFwf2qzMzzF,https://api.spotify.com/v1/audio-analysis/0sFq478LIo9BFwf2qzMzzF,184267,4,0.355,9.2e-06,"['country', 'country rock', 'outlaw country', 'texas country']",70,[],61,1978-01-01
80,2TfSHkHiFO4gRztVIkggkE,4UXqAaa6dQYAk18Lv7PEgX,5nkUSlIhtoJZMOUlB0sNCp,Sugar We're Goin Down,Fall Out Boy,From Under The Cork Tree,False,1,4,spotify:track:2TfSHkHiFO4gRztVIkggkE,162.011,audio_features,7,-4.784,1,0.0843,0.122,0.574,0.494,0.842,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE,229093,4,0.00579,0.0,"['emo', 'modern rock', 'rock']",82,[],78,2005-05-03
78,0a7BloCiNzLDD9qSQHh5m7,4UXqAaa6dQYAk18Lv7PEgX,5nkUSlIhtoJZMOUlB0sNCp,Dance Dance,Fall Out Boy,From Under The Cork Tree,False,1,3,spotify:track:0a7BloCiNzLDD9qSQHh5m7,114.452,audio_features,11,-3.198,0,0.154,0.0854,0.449,0.622,0.961,https://api.spotify.com/v1/tracks/0a7BloCiNzLDD9qSQHh5m7,https://api.spotify.com/v1/audio-analysis/0a7BloCiNzLDD9qSQHh5m7,180267,4,0.00523,0.0,"['emo', 'modern rock', 'rock']",82,[],78,2005-05-03
43,6o8bpkuFMRS2b25Vui9aDC,7bu3H8JO7d0UbMoVzbo70s,33TDfmEXufojT6jxgb3BTK,One Hundred Years - 2005 Remaster,The Cure,Pornography,False,1,1,spotify:track:6o8bpkuFMRS2b25Vui9aDC,132.59,audio_features,7,-5.998,1,0.0439,0.108,0.262,0.436,0.881,https://api.spotify.com/v1/tracks/6o8bpkuFMRS2b25Vui9aDC,https://api.spotify.com/v1/audio-analysis/6o8bpkuFMRS2b25Vui9aDC,401000,4,0.00123,0.509,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",77,[],46,1982-05-03
28,0ZaPSa1mLgKNgK3lUrMBJL,7bu3H8JO7d0UbMoVzbo70s,4VJc4uhhFDpDjoyYsB5JjO,One Hundred Years - 2005 Remaster,The Cure,Pornography (Deluxe Edition),False,1,1,spotify:track:0ZaPSa1mLgKNgK3lUrMBJL,132.59,audio_features,7,-5.998,1,0.0439,0.108,0.262,0.436,0.881,https://api.spotify.com/v1/tracks/0ZaPSa1mLgKNgK3lUrMBJL,https://api.spotify.com/v1/audio-analysis/0ZaPSa1mLgKNgK3lUrMBJL,401000,4,0.00123,0.509,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",77,[],34,1982-05-03
77,4bPQs0PHn4xbipzdPfn6du,20JZFwl6HVl6yg8a4H3ZqK,2YeOhhJg3OWpN0F1VYPxtW,I Write Sins Not Tragedies,Panic! At The Disco,A Fever You Can't Sweat Out,False,1,10,spotify:track:4bPQs0PHn4xbipzdPfn6du,170.094,audio_features,9,-4.106,0,0.14,0.114,0.609,0.569,0.83,https://api.spotify.com/v1/tracks/4bPQs0PHn4xbipzdPfn6du,https://api.spotify.com/v1/audio-analysis/4bPQs0PHn4xbipzdPfn6du,186635,4,0.0807,0.0,['modern rock'],82,[],74,2005-09-27
2,4G356LZQgjCODNhRlA4r7Q,1SggEYhzQY4qw4c9lDIIaq,4Jobz4gAHbshSojuwOX1Xn,2005,Adam Flowers,2005,True,1,1,spotify:track:4G356LZQgjCODNhRlA4r7Q,180.023,audio_features,0,-10.274,0,0.291,0.116,0.62,0.613,0.525,https://api.spotify.com/v1/tracks/4G356LZQgjCODNhRlA4r7Q,https://api.spotify.com/v1/audio-analysis/4G356LZQgjCODNhRlA4r7Q,245804,4,0.427,0.0,[],32,[],1,2021-08-04
82,4RCWB3V8V0dignt99LZ8vH,1g1yxsNVPhMUl9GrMjEb2o,4vUClKTFaDWnsHE8rK52GY,Hey There Delilah,Plain White T's,All That We Needed,False,1,13,spotify:track:4RCWB3V8V0dignt99LZ8vH,103.971,audio_features,2,-10.572,1,0.0293,0.114,0.298,0.656,0.291,https://api.spotify.com/v1/tracks/4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/audio-analysis/4RCWB3V8V0dignt99LZ8vH,232533,4,0.872,0.0,"['neo mellow', 'pop punk', 'pop rock']",68,[],74,2005-01-01
37,1ecQqTY7y6QMzKMJcMXeXQ,0nq64XZMWV1s7XHXIkdH7K,1aLWn5986dV6gSNecZkTSd,Christmas at 22,The Wonder Years,Sleeping on Trash: A Collection of Songs Recorded 2005-2010,False,1,7,spotify:track:1ecQqTY7y6QMzKMJcMXeXQ,93.815,audio_features,4,-5.096,1,0.0294,0.705,0.841,0.587,0.597,https://api.spotify.com/v1/tracks/1ecQqTY7y6QMzKMJcMXeXQ,https://api.spotify.com/v1/audio-analysis/1ecQqTY7y6QMzKMJcMXeXQ,156454,4,0.407,0.0,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",57,[],37,2013-02-12
28,6HpJri9Q9YVE8yN3JZdwQu,0nq64XZMWV1s7XHXIkdH7K,1aLWn5986dV6gSNecZkTSd,You’re not Salinger. Get over It.,The Wonder Years,Sleeping on Trash: A Collection of Songs Recorded 2005-2010,False,1,4,spotify:track:6HpJri9Q9YVE8yN3JZdwQu,99.214,audio_features,1,-3.66,1,0.0622,0.349,0.6,0.481,0.905,https://api.spotify.com/v1/tracks/6HpJri9Q9YVE8yN3JZdwQu,https://api.spotify.com/v1/audio-analysis/6HpJri9Q9YVE8yN3JZdwQu,222664,4,0.000743,0.0,"['alternative emo', 'anthem emo', 'emo', 'philly indie', 'pop punk']",57,[],37,2013-02-12
