popularity,song_id,artist_id,album_id,song_name,artist_name,album_name,explicit,disc_number,track_number,uri,tempo,type,key,loudness,mode,speechiness,liveness,valence,danceability,energy,track_href,analysis_url,duration_ms,time_signature,acousticness,instrumentalness,artist_genres,artist_popularity,album_genres,album_popularity,album_release_date
91,5a1iz510sv2W9Dt1MvFd5R,1GxkXlMwML1oSg5eLPiAz3,7uVimUILdzSZG4KKKWToq0,It's Beginning to Look a Lot like Christmas,Michael Bublé,Christmas (Deluxe Special Edition),False,1,1,spotify:track:5a1iz510sv2W9Dt1MvFd5R,94.775,audio_features,4,-11.714,1,0.0375,0.341,0.363,0.339,0.214,https://api.spotify.com/v1/tracks/5a1iz510sv2W9Dt1MvFd5R,https://api.spotify.com/v1/audio-analysis/5a1iz510sv2W9Dt1MvFd5R,206640,3,0.908,7.47e-06,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",90,[],91,2012-11-09
87,5PuKlCjfEVIXl0ZBp5ZW9g,1GxkXlMwML1oSg5eLPiAz3,7uVimUILdzSZG4KKKWToq0,Holly Jolly Christmas,Michael Bublé,Christmas (Deluxe Special Edition),False,1,6,spotify:track:5PuKlCjfEVIXl0ZBp5ZW9g,151.251,audio_features,7,-8.308,1,0.0428,0.0882,0.699,0.647,0.465,https://api.spotify.com/v1/tracks/5PuKlCjfEVIXl0ZBp5ZW9g,https://api.spotify.com/v1/audio-analysis/5PuKlCjfEVIXl0ZBp5ZW9g,119787,4,0.865,0.0,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",90,[],91,2012-11-09
82,1RMDXedcRno6rDBCbNHDJf,1GxkXlMwML1oSg5eLPiAz3,7uVimUILdzSZG4KKKWToq0,Santa Claus Is Coming to Town,Michael Bublé,Christmas (Deluxe Special Edition),False,1,2,spotify:track:1RMDXedcRno6rDBCbNHDJf,122.331,audio_features,10,-7.109,1,0.0517,0.0313,0.396,0.594,0.389,https://api.spotify.com/v1/tracks/1RMDXedcRno6rDBCbNHDJf,https://api.spotify.com/v1/audio-analysis/1RMDXedcRno6rDBCbNHDJf,171093,4,0.785,0.0,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",90,[],91,2012-11-09
77,5qXUIehZetSx94f6QNT88w,1GxkXlMwML1oSg5eLPiAz3,7uVimUILdzSZG4KKKWToq0,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,Christmas (Deluxe Special Edition),False,1,3,spotify:track:5qXUIehZetSx94f6QNT88w,122.945,audio_features,5,-5.914,1,0.0563,0.198,0.849,0.702,0.588,https://api.spotify.com/v1/tracks/5qXUIehZetSx94f6QNT88w,https://api.spotify.com/v1/audio-analysis/5qXUIehZetSx94f6QNT88w,159973,3,0.634,0.0,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",90,[],91,2012-11-09
75,4cfFatS3ssDtqDDRz25RRB,1GxkXlMwML1oSg5eLPiAz3,7uVimUILdzSZG4KKKWToq0,Christmas (Baby Please Come Home),Michael Bublé,Christmas (Deluxe Special Edition),False,1,9,spotify:track:4cfFatS3ssDtqDDRz25RRB,125.998,audio_features,6,-5.696,1,0.03,0.0791,0.672,0.495,0.793,https://api.spotify.com/v1/tracks/4cfFatS3ssDtqDDRz25RRB,https://api.spotify.com/v1/audio-analysis/4cfFatS3ssDtqDDRz25RRB,187920,4,0.000942,8.29e-06,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",90,[],91,2012-11-09
75,37UhuyGwWHgS1dhTePiJBy,1GxkXlMwML1oSg5eLPiAz3,7uVimUILdzSZG4KKKWToq0,Have Yourself a Merry Little Christmas,Michael Bublé,Christmas (Deluxe Special Edition),False,1,8,spotify:track:37UhuyGwWHgS1dhTePiJBy,68.764,audio_features,9,-11.395,1,0.0321,0.121,0.195,0.275,0.276,https://api.spotify.com/v1/tracks/37UhuyGwWHgS1dhTePiJBy,https://api.spotify.com/v1/audio-analysis/37UhuyGwWHgS1dhTePiJBy,230307,3,0.602,0.00167,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",90,[],91,2012-11-09
75,6EM7JApNrP4fftMlDsOAZG,1GxkXlMwML1oSg5eLPiAz3,7uVimUILdzSZG4KKKWToq0,White Christmas (with Shania Twain),Michael Bublé,Christmas (Deluxe Special Edition),False,1,4,spotify:track:6EM7JApNrP4fftMlDsOAZG,63.476,audio_features,10,-7.588,1,0.0319,0.126,0.642,0.628,0.484,https://api.spotify.com/v1/tracks/6EM7JApNrP4fftMlDsOAZG,https://api.spotify.com/v1/audio-analysis/6EM7JApNrP4fftMlDsOAZG,216627,4,0.469,1.23e-05,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",90,[],91,2012-11-09
75,23EvkivHtoFgkSK5pckvwq,1GxkXlMwML1oSg5eLPiAz3,7uVimUILdzSZG4KKKWToq0,Cold December Night,Michael Bublé,Christmas (Deluxe Special Edition),False,1,12,spotify:track:23EvkivHtoFgkSK5pckvwq,83.873,audio_features,3,-6.763,1,0.0247,0.0896,0.414,0.517,0.702,https://api.spotify.com/v1/tracks/23EvkivHtoFgkSK5pckvwq,https://api.spotify.com/v1/audio-analysis/23EvkivHtoFgkSK5pckvwq,198267,4,0.00722,0.0,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",90,[],91,2012-11-09
75,1FRqLI971CD1QedTiJeL3c,1GxkXlMwML1oSg5eLPiAz3,7uVimUILdzSZG4KKKWToq0,All I Want for Christmas Is You,Michael Bublé,Christmas (Deluxe Special Edition),False,1,5,spotify:track:1FRqLI971CD1QedTiJeL3c,141.793,audio_features,8,-8.077,0,0.0274,0.101,0.143,0.503,0.465,https://api.spotify.com/v1/tracks/1FRqLI971CD1QedTiJeL3c,https://api.spotify.com/v1/audio-analysis/1FRqLI971CD1QedTiJeL3c,171827,4,0.42,0.0,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",90,[],91,2012-11-09
73,1GjQLnGAfpv3rWW1K9Ll8p,1GxkXlMwML1oSg5eLPiAz3,7uVimUILdzSZG4KKKWToq0,Winter Wonderland,Michael Bublé,Christmas (Deluxe Special Edition),False,1,17,spotify:track:1GjQLnGAfpv3rWW1K9Ll8p,123.648,audio_features,8,-5.938,1,0.0472,0.0812,0.387,0.462,0.474,https://api.spotify.com/v1/tracks/1GjQLnGAfpv3rWW1K9Ll8p,https://api.spotify.com/v1/audio-analysis/1GjQLnGAfpv3rWW1K9Ll8p,149453,4,0.643,0.0,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",90,[],91,2012-11-09
74,1N5cFf4F9LNfov7GCGWpQc,1GxkXlMwML1oSg5eLPiAz3,7uVimUILdzSZG4KKKWToq0,Silent Night,Michael Bublé,Christmas (Deluxe Special Edition),False,1,10,spotify:track:1N5cFf4F9LNfov7GCGWpQc,80.986,audio_features,7,-14.542,1,0.0308,0.103,0.113,0.24,0.124,https://api.spotify.com/v1/tracks/1N5cFf4F9LNfov7GCGWpQc,https://api.spotify.com/v1/audio-analysis/1N5cFf4F9LNfov7GCGWpQc,227520,3,0.959,0.0237,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",90,[],91,2012-11-09
73,3m2gfwcxl77ojJTWH3wZkb,1GxkXlMwML1oSg5eLPiAz3,7uVimUILdzSZG4KKKWToq0,Santa Baby,Michael Bublé,Christmas (Deluxe Special Edition),False,1,7,spotify:track:3m2gfwcxl77ojJTWH3wZkb,76.273,audio_features,9,-12.995,0,0.0399,0.11,0.357,0.641,0.0964,https://api.spotify.com/v1/tracks/3m2gfwcxl77ojJTWH3wZkb,https://api.spotify.com/v1/audio-analysis/3m2gfwcxl77ojJTWH3wZkb,231627,4,0.835,2.95e-05,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",90,[],91,2012-11-09
72,4SWAozNLRfZXF25ghKqm2q,1GxkXlMwML1oSg5eLPiAz3,7uVimUILdzSZG4KKKWToq0,The Christmas Song,Michael Bublé,Christmas (Deluxe Special Edition),False,1,16,spotify:track:4SWAozNLRfZXF25ghKqm2q,163.863,audio_features,2,-12.614,0,0.0336,0.102,0.162,0.226,0.17,https://api.spotify.com/v1/tracks/4SWAozNLRfZXF25ghKqm2q,https://api.spotify.com/v1/audio-analysis/4SWAozNLRfZXF25ghKqm2q,258733,5,0.872,0.000119,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",90,[],91,2012-11-09
73,0QUxMKYur7kAtauLnmyBCc,1GxkXlMwML1oSg5eLPiAz3,7uVimUILdzSZG4KKKWToq0,Blue Christmas,Michael Bublé,Christmas (Deluxe Special Edition),False,1,11,spotify:track:0QUxMKYur7kAtauLnmyBCc,86.006,audio_features,5,-4.432,1,0.0378,0.268,0.351,0.341,0.64,https://api.spotify.com/v1/tracks/0QUxMKYur7kAtauLnmyBCc,https://api.spotify.com/v1/audio-analysis/0QUxMKYur7kAtauLnmyBCc,221707,4,0.192,4.61e-05,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",90,[],91,2012-11-09
