popularity,song_id,artist_id,album_id,song_name,artist_name,album_name,explicit,disc_number,track_number,uri,tempo,type,key,loudness,mode,speechiness,liveness,valence,danceability,energy,track_href,analysis_url,duration_ms,time_signature,acousticness,instrumentalness,artist_genres,artist_popularity,album_genres,album_popularity,album_release_date
84,5aDoUmxBsbdpS16alksb5Z,6ZjFtWeHP9XN7FeKSUe80S,3My4DXwRjAS5HXontsJx1A,Do You Hear What I Hear? - Remastered 2006,Bing Crosby,Bing Crosby - Christmas Classics,False,1,13,spotify:track:5aDoUmxBsbdpS16alksb5Z,101.529,audio_features,10,-15.499,1,0.0276,0.195,0.412,0.566,0.246,https://api.spotify.com/v1/tracks/5aDoUmxBsbdpS16alksb5Z,https://api.spotify.com/v1/audio-analysis/5aDoUmxBsbdpS16alksb5Z,165667,4,0.813,1.48e-06,"['adult standards', 'easy listening']",86,[],85,2006-01-01
78,6OJdXv1Q5OdLgYolFEunJ4,6ZjFtWeHP9XN7FeKSUe80S,3My4DXwRjAS5HXontsJx1A,What Child Is This/The Holly And The Ivy - Medley / Remastered 2006,Bing Crosby,Bing Crosby - Christmas Classics,False,1,4,spotify:track:6OJdXv1Q5OdLgYolFEunJ4,106.325,audio_features,10,-15.1,1,0.0322,0.067,0.192,0.336,0.194,https://api.spotify.com/v1/tracks/6OJdXv1Q5OdLgYolFEunJ4,https://api.spotify.com/v1/audio-analysis/6OJdXv1Q5OdLgYolFEunJ4,200960,3,0.986,0.00259,"['adult standards', 'easy listening']",86,[],85,2006-01-01
79,0pAT3JUEjIiqUkwxE0vbBQ,6ZjFtWeHP9XN7FeKSUe80S,3My4DXwRjAS5HXontsJx1A,The Little Drummer Boy - Remastered 2006,Bing Crosby,Bing Crosby - Christmas Classics,False,1,5,spotify:track:0pAT3JUEjIiqUkwxE0vbBQ,112.777,audio_features,10,-14.261,1,0.0328,0.0502,0.505,0.636,0.165,https://api.spotify.com/v1/tracks/0pAT3JUEjIiqUkwxE0vbBQ,https://api.spotify.com/v1/audio-analysis/0pAT3JUEjIiqUkwxE0vbBQ,180040,4,0.885,4.82e-05,"['adult standards', 'easy listening']",86,[],85,2006-01-01
77,4BgkhT5HythXhIBqU2WvhX,6ZjFtWeHP9XN7FeKSUe80S,3My4DXwRjAS5HXontsJx1A,Hark! The Herald Angels Sing/It Came Upon A Midnight Clear - Medley / Remastered 2006,Bing Crosby,Bing Crosby - Christmas Classics,False,1,9,spotify:track:4BgkhT5HythXhIBqU2WvhX,86.799,audio_features,6,-15.178,1,0.0316,0.341,0.338,0.283,0.243,https://api.spotify.com/v1/tracks/4BgkhT5HythXhIBqU2WvhX,https://api.spotify.com/v1/audio-analysis/4BgkhT5HythXhIBqU2WvhX,186067,4,0.964,0.000381,"['adult standards', 'easy listening']",86,[],85,2006-01-01
78,2IuUMx3uxxJAHcH41aYtn0,6ZjFtWeHP9XN7FeKSUe80S,3My4DXwRjAS5HXontsJx1A,Winter Wonderland - Remastered 2006,Bing Crosby,Bing Crosby - Christmas Classics,False,1,3,spotify:track:2IuUMx3uxxJAHcH41aYtn0,126.655,audio_features,10,-13.603,1,0.0511,0.12,0.537,0.592,0.23,https://api.spotify.com/v1/tracks/2IuUMx3uxxJAHcH41aYtn0,https://api.spotify.com/v1/audio-analysis/2IuUMx3uxxJAHcH41aYtn0,144253,4,0.828,0.0,"['adult standards', 'easy listening']",86,[],85,2006-01-01
75,35MqcEIVZ7svbBpRt4N30g,6ZjFtWeHP9XN7FeKSUe80S,3My4DXwRjAS5HXontsJx1A,Frosty The Snowman - Remastered 2006,Bing Crosby,Bing Crosby - Christmas Classics,False,1,10,spotify:track:35MqcEIVZ7svbBpRt4N30g,160.37,audio_features,7,-11.622,1,0.0796,0.0859,0.854,0.519,0.368,https://api.spotify.com/v1/tracks/35MqcEIVZ7svbBpRt4N30g,https://api.spotify.com/v1/audio-analysis/35MqcEIVZ7svbBpRt4N30g,133413,4,0.617,0.0,"['adult standards', 'easy listening']",86,[],85,2006-01-01
22,3Fpfu7fk6FsUGtbCGfykDN,6ZjFtWeHP9XN7FeKSUe80S,1AWK7F3EJB81n1R60jB7Du,Frosty The Snowman - Remastered 2006,Bing Crosby,The Merriest Time Of The Year,False,1,5,spotify:track:3Fpfu7fk6FsUGtbCGfykDN,80.086,audio_features,2,-11.566,1,0.0598,0.099,0.833,0.575,0.362,https://api.spotify.com/v1/tracks/3Fpfu7fk6FsUGtbCGfykDN,https://api.spotify.com/v1/audio-analysis/3Fpfu7fk6FsUGtbCGfykDN,133375,4,0.652,0.0,"['adult standards', 'easy listening']",86,[],46,2009-01-01
27,4OtTVS1297d8h56MAX4Wpy,6TcnmlCSxihzWOQJ8k0rNS,0E59vg6z9hQoK200ISntKk,Losing a Whole Year - 2006 Remaster,Third Eye Blind,A Collection,False,1,2,spotify:track:4OtTVS1297d8h56MAX4Wpy,175.671,audio_features,4,-5.036,1,0.0369,0.0816,0.554,0.409,0.86,https://api.spotify.com/v1/tracks/4OtTVS1297d8h56MAX4Wpy,https://api.spotify.com/v1/audio-analysis/4OtTVS1297d8h56MAX4Wpy,200907,4,3.68e-05,0.000204,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']",67,[],48,2006-07-18
85,7j31rVgGX9Q2blT92VBEA0,7FBcuc1gsnv6Y1nwFtNRCb,0FZK97MXMm5mUQ8mtudjuK,Teenagers,My Chemical Romance,The Black Parade,False,1,11,spotify:track:7j31rVgGX9Q2blT92VBEA0,111.647,audio_features,4,-3.063,1,0.0632,0.184,0.856,0.463,0.857,https://api.spotify.com/v1/tracks/7j31rVgGX9Q2blT92VBEA0,https://api.spotify.com/v1/audio-analysis/7j31rVgGX9Q2blT92VBEA0,161920,4,0.0506,0.0,"['emo', 'pop punk', 'rock']",81,[],85,2006-10-23
81,5wQnmLuC1W7ATsArWACrgW,7FBcuc1gsnv6Y1nwFtNRCb,0FZK97MXMm5mUQ8mtudjuK,Welcome to the Black Parade,My Chemical Romance,The Black Parade,False,1,5,spotify:track:5wQnmLuC1W7ATsArWACrgW,96.95,audio_features,2,-4.103,1,0.0752,0.222,0.236,0.217,0.905,https://api.spotify.com/v1/tracks/5wQnmLuC1W7ATsArWACrgW,https://api.spotify.com/v1/audio-analysis/5wQnmLuC1W7ATsArWACrgW,311107,4,0.000289,0.00011,"['emo', 'pop punk', 'rock']",81,[],85,2006-10-23
