,popularity,song_id,artist_id,album_id,song_name,artist_name,album_name,explicit,disc_number,track_number,uri,tempo,type,key,loudness,mode,speechiness,liveness,valence,danceability,energy,track_href,analysis_url,duration_ms,time_signature,acousticness,instrumentalness,artist_genres,artist_popularity,album_genres,album_popularity,album_release_date
802,63,1OTvWduKQV0MQd2gnGM9He,0qT79UgT5tY4yudH9VfsdT,4fc73QNw5EjIorFfZ6n6YG,With Me,Sum 41,Underclass Hero,False,1,9,spotify:track:1OTvWduKQV0MQd2gnGM9He,175.426,audio_features,4,-4.039,1,0.0421,0.172,0.11,0.167,0.851,https://api.spotify.com/v1/tracks/1OTvWduKQV0MQd2gnGM9He,https://api.spotify.com/v1/audio-analysis/1OTvWduKQV0MQd2gnGM9He,291360,3,0.0127,0.0,"['alternative metal', 'canadian pop punk', 'canadian punk', 'pop punk', 'punk', 'rock']",72,[],61,2007-01-01
803,57,6dXizHF3KbmdvOgvMAhnQC,0qT79UgT5tY4yudH9VfsdT,4fc73QNw5EjIorFfZ6n6YG,Underclass Hero,Sum 41,Underclass Hero,False,1,1,spotify:track:6dXizHF3KbmdvOgvMAhnQC,191.933,audio_features,9,-2.979,1,0.127,0.101,0.765,0.347,0.988,https://api.spotify.com/v1/tracks/6dXizHF3KbmdvOgvMAhnQC,https://api.spotify.com/v1/audio-analysis/6dXizHF3KbmdvOgvMAhnQC,194133,4,0.000708,0.0,"['alternative metal', 'canadian pop punk', 'canadian punk', 'pop punk', 'punk', 'rock']",72,[],61,2007-01-01
804,0,7IWfaiWcjdWEp8a64P2zbj,45RjSU5oJnBRDZhk28FYof,40dCAvNrOs5uDOoNLfIFRG,Let's Start the Year Anew,Steve Kusaba,Love is Real 2007 remix,False,1,10,spotify:track:7IWfaiWcjdWEp8a64P2zbj,96.031,audio_features,5,-13.131,1,0.0268,0.268,0.62,0.673,0.32,https://api.spotify.com/v1/tracks/7IWfaiWcjdWEp8a64P2zbj,https://api.spotify.com/v1/audio-analysis/7IWfaiWcjdWEp8a64P2zbj,200667,4,0.388,0.0,[],6,[],0,2007-01-01
805,56,5lYpHO6ZO4Shys3GD8rav6,2W8UTum7bU7ue6m0r14H97,1smTgNR8x8iq1EkhFyoFT7,Whatcha See Is Whatcha Get,The Dramatics,The Very Best Of The Dramatics,False,1,2,spotify:track:5lYpHO6ZO4Shys3GD8rav6,152.939,audio_features,6,-8.425,1,0.118,0.281,0.914,0.641,0.74,https://api.spotify.com/v1/tracks/5lYpHO6ZO4Shys3GD8rav6,https://api.spotify.com/v1/audio-analysis/5lYpHO6ZO4Shys3GD8rav6,214973,4,0.249,0.0,"['classic soul', 'disco', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']",50,[],52,2007-01-01
806,52,6aKFAhG7hCy71wLDMKjP5G,2W8UTum7bU7ue6m0r14H97,1smTgNR8x8iq1EkhFyoFT7,In The Rain,The Dramatics,The Very Best Of The Dramatics,False,1,4,spotify:track:6aKFAhG7hCy71wLDMKjP5G,145.653,audio_features,8,-9.52,0,0.049,0.337,0.564,0.421,0.514,https://api.spotify.com/v1/tracks/6aKFAhG7hCy71wLDMKjP5G,https://api.spotify.com/v1/audio-analysis/6aKFAhG7hCy71wLDMKjP5G,209213,4,0.591,8.97e-05,"['classic soul', 'disco', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']",50,[],52,2007-01-01
807,55,2gNq7GKyjOyVPoT0jTbUu4,35C0SlGDXGKSRq0Zh4GxKa,0S43CEbWTwz3jZMgVaKDYv,Crack Addict,Ninow Cash,Crack Addict,True,1,1,spotify:track:2gNq7GKyjOyVPoT0jTbUu4,74.866,audio_features,5,-6.921,0,0.209,0.108,0.326,0.38,0.576,https://api.spotify.com/v1/tracks/2gNq7GKyjOyVPoT0jTbUu4,https://api.spotify.com/v1/audio-analysis/2gNq7GKyjOyVPoT0jTbUu4,218077,4,0.0833,0.0,[],55,[],47,2007
808,0,0qDJHIHji314GbxZf2o2FO,4w2qxNtYHIj7HgClTcVkhT,3NP7NmUhS30DL80X2s4eHB,DOG YEARS GO BY,Voice of One Button,#One Button Tunes 2007-2012 (Original Podcast Soundtrack),False,1,5,spotify:track:0qDJHIHji314GbxZf2o2FO,133.982,audio_features,5,-5.987,0,0.0284,0.299,0.95,0.616,0.707,https://api.spotify.com/v1/tracks/0qDJHIHji314GbxZf2o2FO,https://api.spotify.com/v1/audio-analysis/0qDJHIHji314GbxZf2o2FO,210943,4,0.0217,0.929,[],0,[],0,2014-07-31
809,54,1OXzwmEPLq7cR6J6sbcLto,4hxDvVq5t8ebPYPdBl1F9f,2aUYb3rhe78BvvUdyJuIh8,Alcohaulin' Ass,HELLYEAH,HELLYEAH,False,1,5,spotify:track:1OXzwmEPLq7cR6J6sbcLto,76.515,audio_features,2,-3.405,0,0.0307,0.115,0.239,0.543,0.713,https://api.spotify.com/v1/tracks/1OXzwmEPLq7cR6J6sbcLto,https://api.spotify.com/v1/audio-analysis/1OXzwmEPLq7cR6J6sbcLto,233639,4,0.00995,4.17e-05,"['alternative metal', 'groove metal', 'industrial metal', 'metal', 'nu metal', 'post-grunge', 'rap rock', 'southern metal']",55,[],50,2007-04-10
810,0,3X9NSR4iSmiOw4DDPMYuta,7AeQvsuRWBNUeR0y1X1VCC,6x1z9wPiuVneutf5C7YLLg,It Took Me Only 1000 Years,Queen Lighting Cobras,2007 Showcase Session 2,False,1,3,spotify:track:3X9NSR4iSmiOw4DDPMYuta,133.65,audio_features,2,-22.231,1,0.221,0.696,0.407,0.421,0.332,https://api.spotify.com/v1/tracks/3X9NSR4iSmiOw4DDPMYuta,https://api.spotify.com/v1/audio-analysis/3X9NSR4iSmiOw4DDPMYuta,222200,4,0.486,0.000136,[],0,[],0,2007-01-01
811,69,6DxS2ZRl8G3EagHkovYXA2,1pgDilWYDWLoOgGjf1iHNu,5YQYegKc5aoF6xNnGwVU2v,Zun Da Da,Zion,The Perfect Melody,False,1,1,spotify:track:6DxS2ZRl8G3EagHkovYXA2,88.005,audio_features,9,-7.981,0,0.0871,0.0947,0.622,0.782,0.767,https://api.spotify.com/v1/tracks/6DxS2ZRl8G3EagHkovYXA2,https://api.spotify.com/v1/audio-analysis/6DxS2ZRl8G3EagHkovYXA2,304091,4,0.266,3.64e-05,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",74,[],64,2007-06-05
