,popularity,song_id,artist_id,album_id,song_name,artist_name,album_name,explicit,disc_number,track_number,uri,tempo,type,key,loudness,mode,speechiness,liveness,valence,danceability,energy,track_href,analysis_url,duration_ms,time_signature,acousticness,instrumentalness,artist_genres,artist_popularity,album_genres,album_popularity,album_release_date
10,26,00ohIpPn9LkKpeIqhfIU9V,7kwEvDE8e7EBGKh5bLczqQ,0r796NliuFZILSuOssNPXj,K-Love Fan Awards: Songs of the Year (2014 Mash-Up),Anthem Lights,K-Love Fan Awards: Songs of the Year (2014 Mash-Up),False,1,1,spotify:track:00ohIpPn9LkKpeIqhfIU9V,119.515,audio_features,11,-8.204,1,0.0334,0.376,0.229,0.42,0.281,https://api.spotify.com/v1/tracks/00ohIpPn9LkKpeIqhfIU9V,https://api.spotify.com/v1/audio-analysis/00ohIpPn9LkKpeIqhfIU9V,213165,4,0.829,0.0,"['ccm', 'christian alternative rock', 'christian music', 'viral pop', 'worship']",62,[],18,2014-03-04
11,88,4SqWKzw0CbA05TGszDgMlc,027TpXKGwdXP7iwbjUSpV8,7ucm85tRsWk6EyVHaYAxe9,I Love You So,The Walters,I Love You So,False,1,1,spotify:track:4SqWKzw0CbA05TGszDgMlc,75.977,audio_features,10,-4.891,1,0.0358,0.115,0.466,0.575,0.648,https://api.spotify.com/v1/tracks/4SqWKzw0CbA05TGszDgMlc,https://api.spotify.com/v1/audio-analysis/4SqWKzw0CbA05TGszDgMlc,160240,4,0.583,0.0,"['chicago indie', 'indie pop']",75,[],80,2014-11-28
12,64,184QpO8ZchGncbNyJe9SDT,3dS8rLINyM7EYuMXryXJym,7GSkRCzsWwH8rJhzuswLgf,Make Me Smile (Come up and See Me) - 2014 Remaster,Steve Harley,The Best Years of Our Lives (Deluxe Version),False,1,6,spotify:track:184QpO8ZchGncbNyJe9SDT,141.463,audio_features,0,-8.277,1,0.0337,0.0877,0.773,0.571,0.818,https://api.spotify.com/v1/tracks/184QpO8ZchGncbNyJe9SDT,https://api.spotify.com/v1/audio-analysis/184QpO8ZchGncbNyJe9SDT,239213,4,0.00706,0.000177,"['glam rock', 'pub rock']",49,[],55,1975-03-22
13,26,3CXGwu5FHjsmqaF7sC7wnx,3dS8rLINyM7EYuMXryXJym,7GSkRCzsWwH8rJhzuswLgf,Mr. Raffles (Man It Was Mean) - 2014 Remaster,Steve Harley,The Best Years of Our Lives (Deluxe Version),False,1,3,spotify:track:3CXGwu5FHjsmqaF7sC7wnx,132.338,audio_features,4,-11.376,1,0.0289,0.378,0.751,0.693,0.509,https://api.spotify.com/v1/tracks/3CXGwu5FHjsmqaF7sC7wnx,https://api.spotify.com/v1/audio-analysis/3CXGwu5FHjsmqaF7sC7wnx,275973,4,0.513,0.0,"['glam rock', 'pub rock']",49,[],55,1975-03-22
14,15,7HjQABb8ua6FRglNKCIkDc,3dS8rLINyM7EYuMXryXJym,7GSkRCzsWwH8rJhzuswLgf,Panorama - 2014 Remaster,Steve Harley,The Best Years of Our Lives (Deluxe Version),False,1,5,spotify:track:7HjQABb8ua6FRglNKCIkDc,128.954,audio_features,0,-9.098,1,0.0295,0.111,0.866,0.665,0.796,https://api.spotify.com/v1/tracks/7HjQABb8ua6FRglNKCIkDc,https://api.spotify.com/v1/audio-analysis/7HjQABb8ua6FRglNKCIkDc,337160,4,0.0178,0.0,"['glam rock', 'pub rock']",49,[],55,1975-03-22
15,15,3CiilCCUPskKuvYUcaxAhj,3dS8rLINyM7EYuMXryXJym,7GSkRCzsWwH8rJhzuswLgf,It Wasn't Me - 2014 Remaster,Steve Harley,The Best Years of Our Lives (Deluxe Version),False,1,4,spotify:track:3CiilCCUPskKuvYUcaxAhj,82.77,audio_features,4,-13.817,1,0.043,0.0782,0.195,0.471,0.472,https://api.spotify.com/v1/tracks/3CiilCCUPskKuvYUcaxAhj,https://api.spotify.com/v1/audio-analysis/3CiilCCUPskKuvYUcaxAhj,359240,4,0.0172,0.000154,"['glam rock', 'pub rock']",49,[],55,1975-03-22
16,16,0mOE5e0Klts5vKJE4GmCdU,3dS8rLINyM7EYuMXryXJym,7GSkRCzsWwH8rJhzuswLgf,The Mad Mad Moonlight - 2014 Remaster,Steve Harley,The Best Years of Our Lives (Deluxe Version),False,1,2,spotify:track:0mOE5e0Klts5vKJE4GmCdU,143.835,audio_features,2,-7.444,1,0.0415,0.291,0.531,0.499,0.841,https://api.spotify.com/v1/tracks/0mOE5e0Klts5vKJE4GmCdU,https://api.spotify.com/v1/audio-analysis/0mOE5e0Klts5vKJE4GmCdU,268987,4,0.0329,0.0,"['glam rock', 'pub rock']",49,[],55,1975-03-22
17,18,6Q873BKnYGbsZHCXB3kwAD,3dS8rLINyM7EYuMXryXJym,7GSkRCzsWwH8rJhzuswLgf,Back to the Farm - 2014 Remaster,Steve Harley,The Best Years of Our Lives (Deluxe Version),False,1,7,spotify:track:6Q873BKnYGbsZHCXB3kwAD,134.585,audio_features,0,-10.416,1,0.0276,0.118,0.47,0.546,0.474,https://api.spotify.com/v1/tracks/6Q873BKnYGbsZHCXB3kwAD,https://api.spotify.com/v1/audio-analysis/6Q873BKnYGbsZHCXB3kwAD,351240,1,0.0379,9.16e-06,"['glam rock', 'pub rock']",49,[],55,1975-03-22
18,15,6MSr0fnuf7ZbPSsyNjwqyJ,3dS8rLINyM7EYuMXryXJym,7GSkRCzsWwH8rJhzuswLgf,The Best Years of Our Lives - 2014 Remaster,Steve Harley,The Best Years of Our Lives (Deluxe Version),False,1,9,spotify:track:6MSr0fnuf7ZbPSsyNjwqyJ,129.829,audio_features,0,-12.045,1,0.0344,0.304,0.312,0.539,0.427,https://api.spotify.com/v1/tracks/6MSr0fnuf7ZbPSsyNjwqyJ,https://api.spotify.com/v1/audio-analysis/6MSr0fnuf7ZbPSsyNjwqyJ,358627,3,0.383,1.2e-06,"['glam rock', 'pub rock']",49,[],55,1975-03-22
19,12,2WB3RNj2feOGTQ6XYY0JyI,3dS8rLINyM7EYuMXryXJym,7GSkRCzsWwH8rJhzuswLgf,Introducing 'The Best Years' - 2014 Remaster,Steve Harley,The Best Years of Our Lives (Deluxe Version),False,1,1,spotify:track:2WB3RNj2feOGTQ6XYY0JyI,85.044,audio_features,0,-16.955,1,0.0564,0.183,0.108,0.5,0.0218,https://api.spotify.com/v1/tracks/2WB3RNj2feOGTQ6XYY0JyI,https://api.spotify.com/v1/audio-analysis/2WB3RNj2feOGTQ6XYY0JyI,70800,4,0.065,0.00905,"['glam rock', 'pub rock']",49,[],55,1975-03-22
20,82,0zO8ctW0UiuOefR87OeJOZ,5IcR3N7QB1j6KBL8eImZ8m,7Et3bSTLLqdABO1qCxUplS,Collard Greens,ScHoolboy Q,Oxymoron (Deluxe),True,1,3,spotify:track:0zO8ctW0UiuOefR87OeJOZ,153.954,audio_features,11,-4.87,1,0.0633,0.205,0.65,0.825,0.575,https://api.spotify.com/v1/tracks/0zO8ctW0UiuOefR87OeJOZ,https://api.spotify.com/v1/audio-analysis/0zO8ctW0UiuOefR87OeJOZ,299960,4,0.025,9.94e-06,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",77,[],77,2014-01-01
21,72,5SsR3wtCOafDmZgvIdRhSm,5IcR3N7QB1j6KBL8eImZ8m,7Et3bSTLLqdABO1qCxUplS,Man Of The Year,ScHoolboy Q,Oxymoron (Deluxe),True,1,12,spotify:track:5SsR3wtCOafDmZgvIdRhSm,111.914,audio_features,3,-5.228,1,0.0413,0.198,0.371,0.749,0.865,https://api.spotify.com/v1/tracks/5SsR3wtCOafDmZgvIdRhSm,https://api.spotify.com/v1/audio-analysis/5SsR3wtCOafDmZgvIdRhSm,216013,4,0.00536,0.0,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",77,[],77,2014-01-01
22,69,29gsi1zZrZxdStACmTQB0Z,5IcR3N7QB1j6KBL8eImZ8m,7Et3bSTLLqdABO1qCxUplS,Studio,ScHoolboy Q,Oxymoron (Deluxe),True,1,6,spotify:track:29gsi1zZrZxdStACmTQB0Z,133.922,audio_features,8,-7.776,0,0.0433,0.0585,0.58,0.709,0.589,https://api.spotify.com/v1/tracks/29gsi1zZrZxdStACmTQB0Z,https://api.spotify.com/v1/audio-analysis/29gsi1zZrZxdStACmTQB0Z,278067,3,0.0507,0.0,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",77,[],77,2014-01-01
23,0,3dLtxF2jJ1eG5eDWUep2Oy,7dcsLrd6E26G6rPxF9cBA6,58b5pcrmN6D1Bw0JuHkeI0,Year 2014,Menimore,Year 2014,False,1,1,spotify:track:3dLtxF2jJ1eG5eDWUep2Oy,134.928,audio_features,0,-8.192,1,0.0766,0.111,0.344,0.783,0.606,https://api.spotify.com/v1/tracks/3dLtxF2jJ1eG5eDWUep2Oy,https://api.spotify.com/v1/audio-analysis/3dLtxF2jJ1eG5eDWUep2Oy,220200,4,0.0501,0.887,[],0,[],0,2021-04-25
24,79,3JvrhDOgAt6p7K8mDyZwRd,10exVja0key0uqUkk6LJRT,5S9b8euumqMhQbMk0zzQdH,Riptide,Vance Joy,Dream Your Life Away (Special Edition),False,1,4,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,101.654,audio_features,1,-6.694,1,0.0379,0.151,0.51,0.484,0.731,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,204280,4,0.431,0.0,"['folk-pop', 'modern rock', 'pop', 'pop rock']",77,[],74,2014-09-09
25,68,29jtZGdgpE2lWm2mkIt6HS,10exVja0key0uqUkk6LJRT,5S9b8euumqMhQbMk0zzQdH,Mess Is Mine,Vance Joy,Dream Your Life Away (Special Edition),False,1,2,spotify:track:29jtZGdgpE2lWm2mkIt6HS,108.043,audio_features,7,-8.256,1,0.0349,0.0995,0.272,0.595,0.723,https://api.spotify.com/v1/tracks/29jtZGdgpE2lWm2mkIt6HS,https://api.spotify.com/v1/audio-analysis/29jtZGdgpE2lWm2mkIt6HS,223640,1,0.047,0.0286,"['folk-pop', 'modern rock', 'pop', 'pop rock']",77,[],74,2014-09-09
26,67,429EttO8gs0bDo2SQfUNSm,10exVja0key0uqUkk6LJRT,5S9b8euumqMhQbMk0zzQdH,Georgia,Vance Joy,Dream Your Life Away (Special Edition),False,1,8,spotify:track:429EttO8gs0bDo2SQfUNSm,143.554,audio_features,11,-7.372,1,0.0308,0.0943,0.401,0.388,0.66,https://api.spotify.com/v1/tracks/429EttO8gs0bDo2SQfUNSm,https://api.spotify.com/v1/audio-analysis/429EttO8gs0bDo2SQfUNSm,230507,4,0.312,0.000307,"['folk-pop', 'modern rock', 'pop', 'pop rock']",77,[],74,2014-09-09
27,67,6liNJDyWJjyHAgDnAX95bw,10exVja0key0uqUkk6LJRT,5S9b8euumqMhQbMk0zzQdH,Fire and the Flood,Vance Joy,Dream Your Life Away (Special Edition),False,1,14,spotify:track:6liNJDyWJjyHAgDnAX95bw,115.034,audio_features,5,-4.402,1,0.0372,0.0958,0.329,0.596,0.827,https://api.spotify.com/v1/tracks/6liNJDyWJjyHAgDnAX95bw,https://api.spotify.com/v1/audio-analysis/6liNJDyWJjyHAgDnAX95bw,249382,4,0.0242,0.0,"['folk-pop', 'modern rock', 'pop', 'pop rock']",77,[],74,2014-09-09
28,29,58lQgf1Y5gRJRr6S0Nwp50,1qKLikeNYpQFSsDAjg7HpI,73QnTQ25dx7JJuwpYkRnzu,The Months of the Year - 2014 Version,The Kiboomers,The Best Preschool Learning Songs,False,1,6,spotify:track:58lQgf1Y5gRJRr6S0Nwp50,95.098,audio_features,2,-12.528,1,0.081,0.109,0.681,0.903,0.262,https://api.spotify.com/v1/tracks/58lQgf1Y5gRJRr6S0Nwp50,https://api.spotify.com/v1/audio-analysis/58lQgf1Y5gRJRr6S0Nwp50,89655,4,0.843,0.0,"[""children's music""]",68,[],30,2015-08-01
29,0,6y1YjmaFCOVN0OPEGXaooz,1qKLikeNYpQFSsDAjg7HpI,0sGrKF5oPLxjBB0c3PQsVt,Happy New Year - 2014 Version,The Kiboomers,Holiday Songs for Preschool and Kindergarten Vol. 2,False,1,3,spotify:track:6y1YjmaFCOVN0OPEGXaooz,134.86,audio_features,4,-7.547,1,0.132,0.0809,0.722,0.802,0.393,https://api.spotify.com/v1/tracks/6y1YjmaFCOVN0OPEGXaooz,https://api.spotify.com/v1/audio-analysis/6y1YjmaFCOVN0OPEGXaooz,87062,4,0.683,0.0,"[""children's music""]",68,[],5,2015-08-01
30,2,1CwBXer9CK1nJ1bgrdnt7d,1qKLikeNYpQFSsDAjg7HpI,0sGrKF5oPLxjBB0c3PQsVt,Chinese New Year - 2014 Version,The Kiboomers,Holiday Songs for Preschool and Kindergarten Vol. 2,False,1,2,spotify:track:1CwBXer9CK1nJ1bgrdnt7d,77.936,audio_features,7,-8.567,0,0.111,0.157,0.495,0.786,0.494,https://api.spotify.com/v1/tracks/1CwBXer9CK1nJ1bgrdnt7d,https://api.spotify.com/v1/audio-analysis/1CwBXer9CK1nJ1bgrdnt7d,110167,4,0.812,0.0,"[""children's music""]",68,[],5,2015-08-01
31,33,5KnTfINZimBcMmBOwKCe1n,2yTUYhIf8fxptTIy3KLuJD,70H64F7Q65tqTkRf3qxAzs,The Living Years - 2014 Remastered,Mike & The Mechanics,R-Kive,False,3,4,spotify:track:5KnTfINZimBcMmBOwKCe1n,97.858,audio_features,8,-10.415,1,0.0312,0.0903,0.27,0.521,0.459,https://api.spotify.com/v1/tracks/5KnTfINZimBcMmBOwKCe1n,https://api.spotify.com/v1/audio-analysis/5KnTfINZimBcMmBOwKCe1n,324267,4,0.645,0.0,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",62,[],45,2014-09-30
32,75,1p80LdxRV74UKvL8gnD7ky,06HL4z0CvFAxyc27GXpf02,2QJmrSgbdM35R67eoGQo4j,Blank Space,Taylor Swift,1989,False,1,2,spotify:track:1p80LdxRV74UKvL8gnD7ky,96.009,audio_features,5,-5.421,1,0.0646,0.13,0.583,0.752,0.678,https://api.spotify.com/v1/tracks/1p80LdxRV74UKvL8gnD7ky,https://api.spotify.com/v1/audio-analysis/1p80LdxRV74UKvL8gnD7ky,231827,4,0.085,1.64e-06,['pop'],100,[],77,2014-10-27
33,74,59HjlYCeBsxdI0fcm3zglw,06HL4z0CvFAxyc27GXpf02,2QJmrSgbdM35R67eoGQo4j,Wildest Dreams,Taylor Swift,1989,False,1,9,spotify:track:59HjlYCeBsxdI0fcm3zglw,140.06,audio_features,8,-7.417,1,0.0741,0.106,0.467,0.553,0.664,https://api.spotify.com/v1/tracks/59HjlYCeBsxdI0fcm3zglw,https://api.spotify.com/v1/audio-analysis/59HjlYCeBsxdI0fcm3zglw,220440,4,0.0709,0.0056,['pop'],100,[],77,2014-10-27
34,72,5xTtaWoae3wi06K5WfVUUH,06HL4z0CvFAxyc27GXpf02,2QJmrSgbdM35R67eoGQo4j,Shake It Off,Taylor Swift,1989,False,1,6,spotify:track:5xTtaWoae3wi06K5WfVUUH,160.02,audio_features,7,-5.414,1,0.165,0.148,0.943,0.648,0.785,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,219200,4,0.0561,0.0,['pop'],100,[],77,2014-10-27
35,70,4lIxdJw6W3Fg4vUIYCB0S5,06HL4z0CvFAxyc27GXpf02,2QJmrSgbdM35R67eoGQo4j,Style,Taylor Swift,1989,False,1,3,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5,95.021,audio_features,2,-5.572,1,0.0382,0.117,0.456,0.598,0.786,https://api.spotify.com/v1/tracks/4lIxdJw6W3Fg4vUIYCB0S5,https://api.spotify.com/v1/audio-analysis/4lIxdJw6W3Fg4vUIYCB0S5,231000,4,0.00256,0.00143,['pop'],100,[],77,2014-10-27
36,66,273dCMFseLcVsoSWx59IoE,06HL4z0CvFAxyc27GXpf02,2QJmrSgbdM35R67eoGQo4j,Bad Blood,Taylor Swift,1989,False,1,8,spotify:track:273dCMFseLcVsoSWx59IoE,170.157,audio_features,7,-6.114,1,0.181,0.148,0.295,0.652,0.802,https://api.spotify.com/v1/tracks/273dCMFseLcVsoSWx59IoE,https://api.spotify.com/v1/audio-analysis/273dCMFseLcVsoSWx59IoE,211933,4,0.0871,6.45e-06,['pop'],100,[],77,2014-10-27
37,64,5OndtwLGA9O6XHFcGm2H7r,06HL4z0CvFAxyc27GXpf02,2QJmrSgbdM35R67eoGQo4j,Out Of The Woods,Taylor Swift,1989,False,1,4,spotify:track:5OndtwLGA9O6XHFcGm2H7r,91.993,audio_features,7,-6.938,1,0.0372,0.337,0.342,0.552,0.841,https://api.spotify.com/v1/tracks/5OndtwLGA9O6XHFcGm2H7r,https://api.spotify.com/v1/audio-analysis/5OndtwLGA9O6XHFcGm2H7r,235800,4,0.00103,1.23e-05,['pop'],100,[],77,2014-10-27
38,62,6qnM0XXPZOINWA778uNqQ9,06HL4z0CvFAxyc27GXpf02,2QJmrSgbdM35R67eoGQo4j,Welcome To New York,Taylor Swift,1989,False,1,1,spotify:track:6qnM0XXPZOINWA778uNqQ9,117.023,audio_features,7,-4.807,1,0.0324,0.304,0.615,0.793,0.634,https://api.spotify.com/v1/tracks/6qnM0XXPZOINWA778uNqQ9,https://api.spotify.com/v1/audio-analysis/6qnM0XXPZOINWA778uNqQ9,212600,4,0.038,1.76e-06,['pop'],100,[],77,2014-10-27
39,62,0dAb8TY433dl3ZfXYCLE19,06HL4z0CvFAxyc27GXpf02,2QJmrSgbdM35R67eoGQo4j,All You Had To Do Was Stay,Taylor Swift,1989,False,1,5,spotify:track:0dAb8TY433dl3ZfXYCLE19,96.969,audio_features,5,-5.778,1,0.0337,0.105,0.472,0.602,0.735,https://api.spotify.com/v1/tracks/0dAb8TY433dl3ZfXYCLE19,https://api.spotify.com/v1/audio-analysis/0dAb8TY433dl3ZfXYCLE19,193293,4,0.00196,4.77e-05,['pop'],100,[],77,2014-10-27
40,66,6rZVy6FIG7lSJQMFXHo12z,06HL4z0CvFAxyc27GXpf02,34OkZVpuzBa9y40DCy0LPR,New Romantics,Taylor Swift,1989 (Deluxe Edition),False,1,16,spotify:track:6rZVy6FIG7lSJQMFXHo12z,121.956,audio_features,5,-5.87,1,0.0715,0.0658,0.584,0.633,0.889,https://api.spotify.com/v1/tracks/6rZVy6FIG7lSJQMFXHo12z,https://api.spotify.com/v1/audio-analysis/6rZVy6FIG7lSJQMFXHo12z,230467,4,0.00463,0.000458,['pop'],100,[],73,2014-10-27
41,64,6iWMI5oOhWrDbLbjmwTWFq,06HL4z0CvFAxyc27GXpf02,34OkZVpuzBa9y40DCy0LPR,Wonderland,Taylor Swift,1989 (Deluxe Edition),False,1,14,spotify:track:6iWMI5oOhWrDbLbjmwTWFq,184.014,audio_features,3,-5.447,1,0.0549,0.177,0.197,0.422,0.692,https://api.spotify.com/v1/tracks/6iWMI5oOhWrDbLbjmwTWFq,https://api.spotify.com/v1/audio-analysis/6iWMI5oOhWrDbLbjmwTWFq,245560,4,0.0493,2.57e-05,['pop'],100,[],73,2014-10-27
42,63,1fo2ctLqj3zBhRQKOXprol,06HL4z0CvFAxyc27GXpf02,34OkZVpuzBa9y40DCy0LPR,Style,Taylor Swift,1989 (Deluxe Edition),False,1,3,spotify:track:1fo2ctLqj3zBhRQKOXprol,94.933,audio_features,7,-5.595,1,0.0402,0.118,0.487,0.588,0.791,https://api.spotify.com/v1/tracks/1fo2ctLqj3zBhRQKOXprol,https://api.spotify.com/v1/audio-analysis/1fo2ctLqj3zBhRQKOXprol,231000,4,0.00245,0.00258,['pop'],100,[],73,2014-10-27
43,62,4bXCcoesMt8u99xMsbLr9U,06HL4z0CvFAxyc27GXpf02,34OkZVpuzBa9y40DCy0LPR,Clean,Taylor Swift,1989 (Deluxe Edition),False,1,13,spotify:track:4bXCcoesMt8u99xMsbLr9U,103.97,audio_features,4,-7.754,1,0.0346,0.1,0.211,0.815,0.377,https://api.spotify.com/v1/tracks/4bXCcoesMt8u99xMsbLr9U,https://api.spotify.com/v1/audio-analysis/4bXCcoesMt8u99xMsbLr9U,271000,4,0.232,0.0,['pop'],100,[],73,2014-10-27
44,62,2sC2P3BN0IXujNaaSyDmtP,06HL4z0CvFAxyc27GXpf02,34OkZVpuzBa9y40DCy0LPR,Blank Space,Taylor Swift,1989 (Deluxe Edition),False,1,2,spotify:track:2sC2P3BN0IXujNaaSyDmtP,95.997,audio_features,5,-5.412,1,0.054,0.0913,0.57,0.76,0.703,https://api.spotify.com/v1/tracks/2sC2P3BN0IXujNaaSyDmtP,https://api.spotify.com/v1/audio-analysis/2sC2P3BN0IXujNaaSyDmtP,231827,4,0.103,0.0,['pop'],100,[],73,2014-10-27
