popularity,song_id,artist_id,album_id,song_name,artist_name,album_name,explicit,disc_number,track_number,uri,tempo,type,key,loudness,mode,speechiness,liveness,valence,danceability,energy,track_href,analysis_url,duration_ms,time_signature,acousticness,instrumentalness,artist_genres,artist_popularity,album_genres,album_popularity,album_release_date
85,0oPdaY4dXtc3ZsaG17V972,7K78lVZ8XzkjfRSI7570FF,3No96PtEFyRfX1oELmZTPu,Feliz Navidad,José Feliciano,Feliz Navidad,False,1,1,spotify:track:0oPdaY4dXtc3ZsaG17V972,148.837,audio_features,2,-9.004,1,0.0383,0.336,0.963,0.513,0.831,https://api.spotify.com/v1/tracks/0oPdaY4dXtc3ZsaG17V972,https://api.spotify.com/v1/audio-analysis/0oPdaY4dXtc3ZsaG17V972,182067,4,0.55,0.0,"['latin pop', 'puerto rican pop']",77,[],77,2002-09-24
23,0MlkZnfwsjwHHSfn07N8ao,0VOR7Ie9xUSb45fzIIVJQ1,3FKwVYsfaB2XWO4anB4LeC,Longest Year (2020),Hammock,Longest Year (2020),False,1,1,spotify:track:0MlkZnfwsjwHHSfn07N8ao,78.251,audio_features,2,-14.865,1,0.0444,0.187,0.0313,0.0705,0.286,https://api.spotify.com/v1/tracks/0MlkZnfwsjwHHSfn07N8ao,https://api.spotify.com/v1/audio-analysis/0MlkZnfwsjwHHSfn07N8ao,533707,4,0.685,0.675,"['ambient post-rock', 'ambient worship', 'compositional ambient', 'post-rock', 'space ambient']",55,[],38,2011-01-11
40,1lfaObhOUYMHy4T3vux3qT,5ND0mGcL9SKSjWIjPd0xIb,1mE248x5OCg2ffilAnFI0r,Girl All the Bad Guys Want,Bowling For Soup,Songs People Actually Liked - Volume 1 - The First 10 Years (1994-2003),False,1,4,spotify:track:1lfaObhOUYMHy4T3vux3qT,131.99,audio_features,7,-4.743,1,0.0493,0.331,0.899,0.639,0.837,https://api.spotify.com/v1/tracks/1lfaObhOUYMHy4T3vux3qT,https://api.spotify.com/v1/audio-analysis/1lfaObhOUYMHy4T3vux3qT,196548,4,0.00376,0.0,"['comic', 'pop punk', 'rock', 'texas pop punk']",66,[],46,2015-01-27
0,1t3jVwTF3wT1RtIWp7PK7Y,4q3ewBCX7sLwd24euuV69X,3QWVZrtH1Eb1O2hSkf9Jns,I Like It,Bad Bunny,Happy New Year 2022!,True,1,20,spotify:track:1t3jVwTF3wT1RtIWp7PK7Y,136.045,audio_features,5,-3.998,0,0.128,0.372,0.649,0.815,0.727,https://api.spotify.com/v1/tracks/1t3jVwTF3wT1RtIWp7PK7Y,https://api.spotify.com/v1/audio-analysis/1t3jVwTF3wT1RtIWp7PK7Y,253390,4,0.101,0.0,"['latin', 'reggaeton', 'trap latino']",98,[],5,2021-12-17
1,2p0hCYwCL3GNmIi9UyIGpi,6eUKZXaKkcviH0Ku9w2n3V,3QWVZrtH1Eb1O2hSkf9Jns,Drunk,Ed Sheeran,Happy New Year 2022!,False,1,6,spotify:track:2p0hCYwCL3GNmIi9UyIGpi,99.998,audio_features,7,-9.101,1,0.0696,0.521,0.459,0.733,0.652,https://api.spotify.com/v1/tracks/2p0hCYwCL3GNmIi9UyIGpi,https://api.spotify.com/v1/audio-analysis/2p0hCYwCL3GNmIi9UyIGpi,200093,4,0.419,2.53e-06,"['pop', 'uk pop']",96,[],5,2021-12-17
1,2GuT6er2gCkahT7pn2VW2m,6M2wZ9GZgrQXHCFfjv46we,3QWVZrtH1Eb1O2hSkf9Jns,Levitating,Dua Lipa,Happy New Year 2022!,False,1,10,spotify:track:2GuT6er2gCkahT7pn2VW2m,103.014,audio_features,6,-2.278,0,0.0753,0.213,0.914,0.695,0.884,https://api.spotify.com/v1/tracks/2GuT6er2gCkahT7pn2VW2m,https://api.spotify.com/v1/audio-analysis/2GuT6er2gCkahT7pn2VW2m,203808,4,0.0561,0.0,"['dance pop', 'pop', 'uk pop']",93,[],5,2021-12-17
2,4KN3Bqzof7RlqDFwct29DV,4gzpq5DPGxSnKTe4SA8HAU,3QWVZrtH1Eb1O2hSkf9Jns,Viva La Vida,Coldplay,Happy New Year 2022!,False,1,8,spotify:track:4KN3Bqzof7RlqDFwct29DV,138.015,audio_features,5,-7.115,0,0.0287,0.109,0.417,0.486,0.617,https://api.spotify.com/v1/tracks/4KN3Bqzof7RlqDFwct29DV,https://api.spotify.com/v1/audio-analysis/4KN3Bqzof7RlqDFwct29DV,242373,4,0.0954,3.23e-06,"['permanent wave', 'pop']",92,[],5,2021-12-17
1,0w8EfCY8SbuFZGkUB0Xkvl,0du5cEVh5yTK9QJze8zA0C,3QWVZrtH1Eb1O2hSkf9Jns,24K Magic,Bruno Mars,Happy New Year 2022!,False,1,1,spotify:track:0w8EfCY8SbuFZGkUB0Xkvl,106.969,audio_features,1,-4.282,1,0.0798,0.154,0.634,0.818,0.804,https://api.spotify.com/v1/tracks/0w8EfCY8SbuFZGkUB0Xkvl,https://api.spotify.com/v1/audio-analysis/0w8EfCY8SbuFZGkUB0Xkvl,225983,4,0.034,0.0,"['dance pop', 'pop']",93,[],5,2021-12-17
0,6K4ZyuaQZVYtbuVUSfoCD5,1Cs0zKBU1kc0i8ypK3B9ai,3QWVZrtH1Eb1O2hSkf9Jns,Memories,David Guetta,Happy New Year 2022!,False,1,28,spotify:track:6K4ZyuaQZVYtbuVUSfoCD5,129.98,audio_features,8,-6.103,1,0.343,0.246,0.498,0.561,0.87,https://api.spotify.com/v1/tracks/6K4ZyuaQZVYtbuVUSfoCD5,https://api.spotify.com/v1/audio-analysis/6K4ZyuaQZVYtbuVUSfoCD5,210093,4,0.0015,2.82e-06,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",90,[],5,2021-12-17
0,4IPVngmgt7XJisn3yHuoZV,790FomKkXshlbRYZFtlgla,3QWVZrtH1Eb1O2hSkf9Jns,Don't Be Shy,KAROL G,Happy New Year 2022!,True,1,35,spotify:track:4IPVngmgt7XJisn3yHuoZV,119.986,audio_features,11,-3.748,0,0.0583,0.262,0.513,0.77,0.787,https://api.spotify.com/v1/tracks/4IPVngmgt7XJisn3yHuoZV,https://api.spotify.com/v1/audio-analysis/4IPVngmgt7XJisn3yHuoZV,140500,4,0.198,0.0,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",88,[],5,2021-12-17
0,1uS10c0yOfgBM7xlBeKl0Y,07YZf4WDAMNwqr4jfgOZ8y,3QWVZrtH1Eb1O2hSkf9Jns,Take You Dancing,Jason Derulo,Happy New Year 2022!,False,1,34,spotify:track:1uS10c0yOfgBM7xlBeKl0Y,112.985,audio_features,2,-4.248,1,0.041,0.0876,0.753,0.789,0.711,https://api.spotify.com/v1/tracks/1uS10c0yOfgBM7xlBeKl0Y,https://api.spotify.com/v1/audio-analysis/1uS10c0yOfgBM7xlBeKl0Y,190306,4,0.0332,0.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",85,[],5,2021-12-17
0,0HJr7VGMJmxwy7gU0Xpjto,4npEfmQ6YuiwW1GpUmaq3F,3QWVZrtH1Eb1O2hSkf9Jns,Kings & Queens,Ava Max,Happy New Year 2022!,False,1,4,spotify:track:0HJr7VGMJmxwy7gU0Xpjto,129.857,audio_features,1,-4.057,0,0.0405,0.124,0.457,0.637,0.69,https://api.spotify.com/v1/tracks/0HJr7VGMJmxwy7gU0Xpjto,https://api.spotify.com/v1/audio-analysis/0HJr7VGMJmxwy7gU0Xpjto,162399,4,0.00786,0.0,"['dance pop', 'pop']",85,[],5,2021-12-17
0,6eucwHMkZb5fv9CtQye799,3Isy6kedDrgPYoTS1dazA9,3QWVZrtH1Eb1O2hSkf9Jns,Temperature,Sean Paul,Happy New Year 2022!,False,1,36,spotify:track:6eucwHMkZb5fv9CtQye799,125.04,audio_features,0,-4.675,0,0.0686,0.0712,0.822,0.951,0.6,https://api.spotify.com/v1/tracks/6eucwHMkZb5fv9CtQye799,https://api.spotify.com/v1/audio-analysis/6eucwHMkZb5fv9CtQye799,218573,4,0.106,0.0,"['dance pop', 'dancehall', 'pop rap']",83,[],5,2021-12-17
0,1IczCZJlUWLFOJubMpQPxb,08GQAI4eElDnROBrJRGE0X,3QWVZrtH1Eb1O2hSkf9Jns,Don't Stop - 2018 Remaster,Fleetwood Mac,Happy New Year 2022!,False,1,11,spotify:track:1IczCZJlUWLFOJubMpQPxb,118.869,audio_features,9,-7.821,1,0.037,0.0515,0.789,0.687,0.734,https://api.spotify.com/v1/tracks/1IczCZJlUWLFOJubMpQPxb,https://api.spotify.com/v1/audio-analysis/1IczCZJlUWLFOJubMpQPxb,193733,4,0.0326,0.000361,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",82,[],5,2021-12-17
